#,show_id,type,title,country,release_year,date_added,director,cast,rating,listed_in,description,duration,duration_hours
64,s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Japan,2004,2021-09-15 00:00:00,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",TV-PG,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",83 min,1 hr 23 min
65,s65,Movie,Nightbooks,,2021,2021-09-15 00:00:00,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",TV-PG,Children & Family Movies,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,103 min,1 hr 43 min
66,s66,TV Show,Numberblocks,United Kingdom,2021,2021-09-15 00:00:00,,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",TV-Y,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",6 Seasons,6 Seasons
67,s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,India,2014,2021-09-15 00:00:00,,,TV-G,"Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",1 Season,1 Season
68,s68,TV Show,Saved by the Bell,United States,1994,2021-09-15 00:00:00,,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",TV-PG,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",9 Seasons,9 Seasons
69,s69,Movie,Schumacher,,2021,2021-09-15 00:00:00,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,TV-14,"Documentaries, International Movies, Sports Movies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",113 min,1 hr 53 min
70,s70,TV Show,Stories by Rabindranath Tagore,India,2015,2021-09-15 00:00:00,,,TV-PG,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,1 Season,1 Season
71,s71,TV Show,Too Hot To Handle: Latino,,2021,2021-09-15 00:00:00,,Itatí Cantoral,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",1 Season,1 Season
72,s72,Movie,A StoryBots Space Adventure,,2021,2021-09-14 00:00:00,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",TV-Y,Children & Family Movies,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,13 min,0 hr 13 min
73,s73,TV Show,Jack Whitehall: Travels with My Father,United Kingdom,2021,2021-09-14 00:00:00,,"Jack Whitehall, Michael Whitehall",TV-MA,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",5 Seasons,5 Seasons
74,s74,Movie,King of Boys,Nigeria,2018,2021-09-14 00:00:00,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",TV-MA,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",182 min,3 hr 2 min
75,s75,TV Show,The World's Most Amazing Vacation Rentals,,2021,2021-09-14 00:00:00,,,TV-PG,Reality TV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",2 Seasons,2 Seasons
76,s76,Movie,You vs. Wild: Out Cold,,2021,2021-09-14 00:00:00,Ben Simms,"Bear Grylls, Jason Derek Prempeh",TV-G,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",106 min,1 hr 46 min
77,s77,TV Show,Yowamushi Pedal,Japan,2013,2021-09-14 00:00:00,,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",TV-14,"Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",1 Season,1 Season
78,s78,Movie,Little Singham - Black Shadow,,2021,2021-09-11 00:00:00,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",TV-Y7,"Children & Family Movies, Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,48 min,0 hr 48 min
79,s79,Movie,Tughlaq Durbar,,2020,2021-09-11 00:00:00,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",TV-14,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,145 min,2 hr 25 min
80,s80,Movie,Tughlaq Durbar (Telugu),,2021,2021-09-11 00:00:00,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",TV-14,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,145 min,2 hr 25 min
81,s81,Movie,Firedrake the Silver Dragon,,2021,2021-09-10 00:00:00,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",TV-Y7,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",93 min,1 hr 33 min
82,s82,Movie,Kate,United States,2021,2021-09-10 00:00:00,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",R,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",106 min,1 hr 46 min
83,s83,TV Show,Lucifer,United States,2021,2021-09-10 00:00:00,,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",TV-14,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",6 Seasons,6 Seasons
84,s84,TV Show,Metal Shop Masters,,2021,2021-09-10 00:00:00,,Jo Koy,TV-MA,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",1 Season,1 Season
85,s85,Movie,Omo Ghetto: the Saga,Nigeria,2020,2021-09-10 00:00:00,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",TV-MA,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",147 min,2 hr 27 min
86,s86,TV Show,Pokémon Master Journeys: The Series,,2021,2021-09-10 00:00:00,,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",TV-Y7,"Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",1 Season,1 Season
87,s87,Movie,Prey,,2021,2021-09-10 00:00:00,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",TV-MA,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,87 min,1 hr 27 min
88,s88,TV Show,Titipo Titipo,,2019,2021-09-10 00:00:00,,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",TV-Y,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2 Seasons,2 Seasons
89,s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,,2021,2021-09-09 00:00:00,Marcus Clarke,"Malcolm X, Muhammad Ali",PG-13,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",96 min,1 hr 36 min
90,s90,TV Show,Mighty Raju,,2017,2021-09-09 00:00:00,,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",TV-Y7,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",4 Seasons,4 Seasons
91,s91,Movie,Paradise Hills,"Spain, United States",2019,2021-09-09 00:00:00,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath",TV-MA,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",95 min,1 hr 35 min
92,s92,Movie,The Women and the Murderer,France,2021,2021-09-09 00:00:00,"Mona Achache, Patricia Tourancheau",,TV-14,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,92 min,1 hr 32 min
93,s93,TV Show,Into the Night,Belgium,2021,2021-09-08 00:00:00,,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2 Seasons,2 Seasons
94,s94,Movie,JJ+E,,2021,2021-09-08 00:00:00,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",TV-MA,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",91 min,1 hr 31 min
95,s95,Movie,Show Dogs,"United Kingdom, United States",2018,2021-09-08 00:00:00,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale",PG,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,90 min,1 hr 30 min
96,s96,TV Show,The Circle,"United States, United Kingdom",2021,2021-09-08 00:00:00,,Michelle Buteau,TV-MA,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",3 Seasons,3 Seasons
97,s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,United States,2018,2021-09-07 00:00:00,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",TV-MA,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",97 min,1 hr 37 min
98,s98,TV Show,Kid Cosmic,United States,2021,2021-09-07 00:00:00,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",TV-Y7,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,2 Seasons,2 Seasons
99,s99,TV Show,Octonauts: Above & Beyond,United Kingdom,2021,2021-09-07 00:00:00,,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",TV-Y,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",1 Season,1 Season
100,s100,TV Show,On the Verge,"France, United States",2021,2021-09-07 00:00:00,,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi",TV-MA,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",1 Season,1 Season
101,s101,TV Show,Tobot Galaxy Detectives,,2019,2021-09-07 00:00:00,,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",TV-Y7,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",2 Seasons,2 Seasons
102,s102,Movie,Untold: Breaking Point,United States,2021,2021-09-07 00:00:00,"Chapman Way, Maclain Way",,TV-MA,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",80 min,1 hr 20 min
103,s103,TV Show,Countdown: Inspiration4 Mission to Space,,2021,2021-09-06 00:00:00,Jason Hehir,,TV-14,"Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",1 Season,1 Season
104,s104,Movie,Shadow Parties,,2020,2021-09-06 00:00:00,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",TV-MA,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,117 min,1 hr 57 min
105,s105,TV Show,Tayo the Little Bus,South Korea,2016,2021-09-06 00:00:00,,"Robyn Slade, Kami Desilets",TV-Y,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",2 Seasons,2 Seasons
106,s106,Movie,Angamaly Diaries,India,2017,2021-09-05 00:00:00,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",TV-14,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",128 min,2 hr 8 min
107,s107,TV Show,Bunk'd,United States,2021,2021-09-05 00:00:00,,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",TV-G,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",5 Seasons,5 Seasons
108,s108,Movie,A Champion Heart,United States,2018,2021-09-04 00:00:00,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",G,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",90 min,1 hr 30 min
109,s109,TV Show,Dive Club,Australia,2021,2021-09-03 00:00:00,,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",TV-G,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",1 Season,1 Season
110,s110,TV Show,La casa de papel,Spain,2021,2021-09-03 00:00:00,,"Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver",TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,5 Seasons,5 Seasons
